Time,Date,Time,TempA,TempB,CH1,Ch2,Ch3,CH4,CH5,Ch6,Ch7,Ch8
37061,2/7/2024,10:29:56,9.617,10.548,11,12.513,11.369,11.535,9.898,9.58,9.408,9.494
37062,2/7/2024,10:30:00,9.619,10.547,11.012,12.502,11.365,11.528,9.9,9.598,9.415,9.487
37063,2/7/2024,10:30:04,9.622,10.549,11.002,12.494,11.365,11.524,9.891,9.585,9.402,9.488
37064,2/7/2024,10:30:08,9.625,10.546,11.014,12.503,11.372,11.527,9.887,9.584,9.408,9.498
37065,2/7/2024,10:30:12,9.626,10.55,11.002,12.501,11.363,11.52,9.899,9.578,9.404,9.497
37066,2/7/2024,10:30:16,9.627,10.547,11.014,12.505,11.373,11.529,9.906,9.584,9.401,9.486
37067,2/7/2024,10:30:20,9.621,10.544,10.996,12.487,11.372,11.528,9.897,9.58,9.389,9.487
37068,2/7/2024,10:30:24,9.621,10.545,10.993,12.491,11.362,11.531,9.89,9.586,9.392,9.493
37069,2/7/2024,10:30:28,9.626,10.544,11.014,12.498,11.362,11.526,9.903,9.576,9.394,9.48
37070,2/7/2024,10:30:32,9.63,10.547,10.989,12.483,11.366,11.529,9.895,9.569,9.381,9.49
37071,2/7/2024,10:30:36,9.627,10.542,11.007,12.482,11.354,11.52,9.894,9.572,9.385,9.49
37072,2/7/2024,10:30:40,9.623,10.544,11.008,12.486,11.367,11.529,9.894,9.564,9.389,9.479
37073,2/7/2024,10:30:44,9.625,10.546,10.999,12.482,11.364,11.531,9.897,9.557,9.378,9.489
37074,2/7/2024,10:30:48,9.627,10.542,10.993,12.474,11.361,11.522,9.902,9.56,9.38,9.491
37075,2/7/2024,10:30:52,9.623,10.545,10.99,12.465,11.365,11.525,9.899,9.554,9.363,9.48
37076,2/7/2024,10:30:56,9.625,10.543,10.988,12.482,11.362,11.52,9.892,9.551,9.371,9.477
37077,2/7/2024,10:31:00,9.626,10.546,10.994,12.477,11.362,11.521,9.89,9.556,9.353,9.469
37078,2/7/2024,10:31:04,9.63,10.546,10.977,12.469,11.354,11.528,9.9,9.555,9.362,9.476
37079,2/7/2024,10:31:08,9.632,10.545,10.982,12.476,11.357,11.526,9.893,9.565,9.358,9.475
37080,2/7/2024,10:31:12,9.632,10.543,10.981,12.469,11.349,11.517,9.895,9.561,9.363,9.471
37081,2/7/2024,10:31:16,9.633,10.543,11,12.471,11.352,11.517,9.892,9.563,9.355,9.482
37082,2/7/2024,10:31:20,9.631,10.541,10.963,12.466,11.35,11.506,9.894,9.561,9.357,9.461
37083,2/7/2024,10:31:24,9.63,10.54,10.964,12.472,11.348,11.504,9.894,9.556,9.354,9.469
37084,2/7/2024,10:31:28,9.635,10.539,10.982,12.433,11.339,11.491,9.895,9.572,9.349,9.476
37085,2/7/2024,10:31:32,9.637,10.54,10.961,12.433,11.331,11.494,9.888,9.554,9.354,9.48
37086,2/7/2024,10:31:36,9.636,10.541,10.942,12.399,11.329,11.488,9.896,9.555,9.359,9.457
37087,2/7/2024,10:31:40,9.642,10.543,10.95,12.387,11.325,11.495,9.891,9.556,9.352,9.475
37088,2/7/2024,10:31:44,9.644,10.54,10.959,12.381,11.321,11.491,9.871,9.562,9.352,9.462
37089,2/7/2024,10:31:48,9.643,10.539,10.955,12.385,11.313,11.483,9.885,9.544,9.353,9.456
37090,2/7/2024,10:31:52,9.644,10.538,10.944,12.391,11.317,11.477,9.871,9.552,9.347,9.447
37091,2/7/2024,10:31:56,9.644,10.539,10.96,12.389,11.312,11.483,9.875,9.544,9.352,9.456
37092,2/7/2024,10:32:00,9.649,10.544,10.942,12.397,11.316,11.469,9.881,9.545,9.345,9.454
37093,2/7/2024,10:32:04,9.647,10.542,10.952,12.41,11.308,11.474,9.885,9.54,9.351,9.441
37094,2/7/2024,10:32:08,9.652,10.543,10.944,12.415,11.303,11.468,9.891,9.543,9.344,9.457
37095,2/7/2024,10:32:12,9.647,10.542,10.942,12.434,11.306,11.475,9.871,9.542,9.346,9.455
37096,2/7/2024,10:32:16,9.651,10.541,10.938,12.42,11.303,11.464,9.878,9.544,9.344,9.458
37097,2/7/2024,10:32:20,9.653,10.543,10.956,12.446,11.301,11.464,9.877,9.537,9.352,9.455
37098,2/7/2024,10:32:24,9.652,10.539,10.939,12.447,11.304,11.467,9.879,9.547,9.35,9.455
37099,2/7/2024,10:32:28,9.655,10.54,10.951,12.452,11.301,11.456,9.88,9.549,9.354,9.447
37100,2/7/2024,10:32:32,9.654,10.543,10.929,12.451,11.306,11.46,9.877,9.55,9.35,9.437
37101,2/7/2024,10:32:36,9.654,10.535,10.944,12.449,11.293,11.468,9.882,9.549,9.352,9.455
37102,2/7/2024,10:32:40,9.656,10.536,10.949,12.466,11.303,11.458,9.874,9.558,9.351,9.448
37103,2/7/2024,10:32:44,9.659,10.54,10.951,12.457,11.299,11.451,9.878,9.549,9.364,9.453
37104,2/7/2024,10:32:48,9.659,10.543,10.926,12.458,11.294,11.458,9.879,9.547,9.36,9.435
37105,2/7/2024,10:32:52,9.661,10.541,10.929,12.463,11.293,11.448,9.894,9.552,9.355,9.436
37106,2/7/2024,10:32:56,9.662,10.543,10.944,12.455,11.294,11.444,9.882,9.557,9.364,9.454
37107,2/7/2024,10:33:00,9.657,10.543,10.945,12.465,11.3,11.456,9.881,9.533,9.368,9.449
37108,2/7/2024,10:33:04,9.662,10.539,10.94,12.46,11.292,11.456,9.892,9.549,9.377,9.442
37109,2/7/2024,10:33:08,9.66,10.543,10.941,12.461,11.292,11.446,9.884,9.544,9.362,9.44
37110,2/7/2024,10:33:12,9.665,10.541,10.956,12.456,11.295,11.454,9.892,9.547,9.364,9.452
37111,2/7/2024,10:33:16,9.665,10.542,10.944,12.455,11.298,11.454,9.889,9.548,9.371,9.442
37112,2/7/2024,10:33:20,9.665,10.539,10.941,12.45,11.29,11.458,9.895,9.55,9.364,9.434
37113,2/7/2024,10:33:24,9.664,10.54,10.939,12.462,11.297,11.462,9.888,9.546,9.37,9.442
37114,2/7/2024,10:33:28,9.664,10.539,10.944,12.467,11.301,11.449,9.889,9.547,9.372,9.44
37115,2/7/2024,10:33:32,9.666,10.539,10.948,12.475,11.3,11.453,9.903,9.559,9.377,9.45
37116,2/7/2024,10:33:36,9.667,10.54,10.955,12.482,11.289,11.45,9.901,9.553,9.38,9.455
37117,2/7/2024,10:33:40,9.667,10.543,10.947,12.49,11.293,11.458,9.902,9.548,9.377,9.461
37118,2/7/2024,10:33:44,9.667,10.544,10.933,12.487,11.305,11.451,9.885,9.545,9.381,9.446
37119,2/7/2024,10:33:48,9.67,10.544,10.931,12.493,11.292,11.445,9.89,9.551,9.382,9.448
37120,2/7/2024,10:33:52,9.673,10.545,10.938,12.487,11.293,11.451,9.902,9.547,9.375,9.459
37121,2/7/2024,10:33:56,9.667,10.542,10.936,12.483,11.294,11.457,9.894,9.544,9.386,9.453
37122,2/7/2024,10:34:00,9.671,10.545,10.951,12.504,11.296,11.464,9.896,9.553,9.384,9.465
37123,2/7/2024,10:34:04,9.673,10.541,10.929,12.492,11.297,11.459,9.896,9.552,9.373,9.449
37124,2/7/2024,10:34:08,9.67,10.541,10.959,12.499,11.3,11.456,9.903,9.558,9.382,9.464
37125,2/7/2024,10:34:12,9.674,10.546,10.936,12.49,11.297,11.457,9.903,9.562,9.383,9.457
37126,2/7/2024,10:34:16,9.679,10.55,10.943,12.496,11.301,11.453,9.902,9.554,9.388,9.451
37127,2/7/2024,10:34:20,9.68,10.547,10.939,12.505,11.295,11.459,9.897,9.568,9.387,9.463
37128,2/7/2024,10:34:24,9.683,10.548,10.952,12.513,11.295,11.447,9.898,9.569,9.392,9.46
37129,2/7/2024,10:34:28,9.681,10.545,10.966,12.5,11.288,11.453,9.905,9.564,9.391,9.473
37130,2/7/2024,10:34:32,9.68,10.545,10.929,12.497,11.298,11.462,9.902,9.576,9.404,9.469
37131,2/7/2024,10:34:36,9.681,10.541,10.947,12.493,11.294,11.452,9.9,9.575,9.39,9.47
37132,2/7/2024,10:34:40,9.683,10.542,10.968,12.509,11.295,11.466,9.907,9.58,9.399,9.461
37133,2/7/2024,10:34:44,9.678,10.542,10.976,12.503,11.299,11.449,9.911,9.575,9.397,9.471
37134,2/7/2024,10:34:48,9.681,10.542,10.97,12.514,11.299,11.458,9.908,9.573,9.402,9.477
37135,2/7/2024,10:34:52,9.68,10.547,10.967,12.511,11.309,11.457,9.908,9.572,9.4,9.465
37136,2/7/2024,10:34:56,9.685,10.546,10.933,12.524,11.297,11.458,9.911,9.579,9.4,9.471
37137,2/7/2024,10:35:00,9.688,10.54,10.946,12.514,11.301,11.467,9.915,9.589,9.403,9.461
37138,2/7/2024,10:35:04,9.689,10.547,10.944,12.513,11.299,11.465,9.916,9.588,9.398,9.471
37139,2/7/2024,10:35:08,9.692,10.54,10.943,12.507,11.297,11.456,9.915,9.587,9.404,9.465
37140,2/7/2024,10:35:12,9.693,10.542,10.946,12.513,11.302,11.466,9.914,9.593,9.413,9.472
37141,2/7/2024,10:35:16,9.691,10.54,10.956,12.52,11.302,11.453,9.92,9.604,9.419,9.473
37142,2/7/2024,10:35:20,9.69,10.544,10.954,12.529,11.298,11.459,9.904,9.61,9.412,9.479
37143,2/7/2024,10:35:24,9.688,10.54,10.955,12.537,11.309,11.461,9.915,9.614,9.42,9.466
37144,2/7/2024,10:35:28,9.687,10.538,10.947,12.533,11.298,11.459,9.909,9.609,9.422,9.471
37145,2/7/2024,10:35:32,9.691,10.542,10.95,12.518,11.304,11.465,9.925,9.611,9.424,9.472
37146,2/7/2024,10:35:36,9.694,10.543,10.944,12.518,11.313,11.463,9.918,9.604,9.42,9.469
37147,2/7/2024,10:35:40,9.69,10.544,10.958,12.519,11.311,11.473,9.926,9.603,9.42,9.488
37148,2/7/2024,10:35:44,9.694,10.54,10.952,12.507,11.298,11.468,9.926,9.6,9.415,9.484
37149,2/7/2024,10:35:48,9.693,10.542,10.958,12.521,11.309,11.461,9.915,9.601,9.422,9.489
37150,2/7/2024,10:35:52,9.696,10.539,10.949,12.528,11.312,11.464,9.918,9.595,9.431,9.478
37151,2/7/2024,10:35:56,9.695,10.541,10.951,12.532,11.305,11.469,9.923,9.609,9.435,9.499
37152,2/7/2024,10:36:00,9.698,10.54,10.977,12.518,11.312,11.459,9.926,9.606,9.427,9.499
37153,2/7/2024,10:36:04,9.701,10.534,10.952,12.529,11.304,11.459,9.928,9.607,9.435,9.494
37154,2/7/2024,10:36:08,9.699,10.535,10.947,12.525,11.311,11.463,9.931,9.603,9.435,9.495
37155,2/7/2024,10:36:12,9.704,10.538,10.959,12.527,11.312,11.465,9.933,9.608,9.433,9.497
37156,2/7/2024,10:36:16,9.704,10.533,10.976,12.521,11.31,11.467,9.944,9.599,9.442,9.498
37157,2/7/2024,10:36:20,9.706,10.533,10.957,12.518,11.306,11.47,9.932,9.599,9.441,9.508
37158,2/7/2024,10:36:24,9.704,10.533,10.953,12.53,11.302,11.46,9.93,9.6,9.441,9.501
37159,2/7/2024,10:36:28,9.705,10.534,10.961,12.525,11.305,11.463,9.939,9.603,9.435,9.494
37160,2/7/2024,10:36:32,9.703,10.535,10.956,12.537,11.309,11.463,9.922,9.611,9.436,9.5
37161,2/7/2024,10:36:36,9.703,10.532,10.953,12.539,11.306,11.471,9.938,9.593,9.455,9.508
37162,2/7/2024,10:36:40,9.705,10.534,10.953,12.537,11.31,11.462,9.942,9.601,9.452,9.489
37163,2/7/2024,10:36:44,9.707,10.531,10.962,12.53,11.309,11.46,9.945,9.605,9.456,9.495
37164,2/7/2024,10:36:48,9.711,10.534,10.97,12.54,11.312,11.464,9.933,9.598,9.45,9.509
37165,2/7/2024,10:36:52,9.712,10.529,10.947,12.543,11.309,11.47,9.951,9.61,9.455,9.503
37166,2/7/2024,10:36:56,9.712,10.532,10.946,12.544,11.318,11.464,9.943,9.605,9.46,9.503
37167,2/7/2024,10:37:00,9.714,10.53,10.963,12.53,11.316,11.46,9.947,9.606,9.47,9.501
37168,2/7/2024,10:37:04,9.709,10.533,10.971,12.534,11.318,11.465,9.935,9.607,9.457,9.501
37169,2/7/2024,10:37:08,9.713,10.531,10.983,12.534,11.315,11.466,9.943,9.605,9.462,9.506
37170,2/7/2024,10:37:12,9.713,10.533,10.959,12.538,11.317,11.464,9.946,9.604,9.466,9.5
37171,2/7/2024,10:37:16,9.71,10.531,10.954,12.536,11.316,11.467,9.949,9.607,9.459,9.497
37172,2/7/2024,10:37:20,9.712,10.533,10.967,12.542,11.315,11.461,9.946,9.612,9.476,9.503
37173,2/7/2024,10:37:24,9.712,10.537,10.977,12.534,11.313,11.47,9.951,9.609,9.465,9.5
37174,2/7/2024,10:37:28,9.715,10.537,10.979,12.545,11.32,11.478,9.936,9.617,9.472,9.513
37175,2/7/2024,10:37:32,9.717,10.535,10.965,12.551,11.31,11.468,9.959,9.618,9.464,9.499
37176,2/7/2024,10:37:36,9.721,10.536,10.976,12.543,11.317,11.461,9.944,9.637,9.477,9.508
37177,2/7/2024,10:37:40,9.72,10.535,10.978,12.537,11.311,11.468,9.945,9.63,9.485,9.511
37178,2/7/2024,10:37:44,9.72,10.538,10.971,12.54,11.313,11.465,9.944,9.629,9.48,9.503
37179,2/7/2024,10:37:48,9.717,10.536,10.95,12.541,11.311,11.473,9.947,9.636,9.474,9.515
37180,2/7/2024,10:37:52,9.719,10.533,10.968,12.541,11.315,11.468,9.949,9.644,9.471,9.509
37181,2/7/2024,10:37:56,9.723,10.535,10.969,12.536,11.314,11.469,9.944,9.642,9.478,9.522
37182,2/7/2024,10:38:00,9.724,10.536,10.969,12.554,11.317,11.471,9.942,9.641,9.473,9.524
37183,2/7/2024,10:38:04,9.724,10.536,10.966,12.545,11.322,11.463,9.953,9.632,9.492,9.518
37184,2/7/2024,10:38:08,9.721,10.535,10.968,12.531,11.317,11.47,9.962,9.643,9.481,9.528
37185,2/7/2024,10:38:12,9.729,10.534,10.959,12.535,11.311,11.464,9.952,9.631,9.489,9.532
37186,2/7/2024,10:38:16,9.722,10.533,10.98,12.547,11.321,11.46,9.962,9.633,9.487,9.531
37187,2/7/2024,10:38:20,9.726,10.534,10.953,12.539,11.317,11.466,9.956,9.642,9.479,9.522
37188,2/7/2024,10:38:24,9.729,10.533,10.972,12.536,11.307,11.466,9.952,9.638,9.485,9.532
37189,2/7/2024,10:38:28,9.725,10.535,10.963,12.537,11.316,11.468,9.959,9.633,9.496,9.534
37190,2/7/2024,10:38:32,9.732,10.538,10.95,12.534,11.313,11.465,9.964,9.635,9.492,9.536
37191,2/7/2024,10:38:36,9.733,10.538,10.97,12.536,11.319,11.472,9.963,9.634,9.492,9.533
37192,2/7/2024,10:38:40,9.733,10.538,10.971,12.538,11.313,11.465,9.954,9.637,9.498,9.533
37193,2/7/2024,10:38:44,9.729,10.537,10.964,12.525,11.314,11.473,9.963,9.642,9.496,9.535
37194,2/7/2024,10:38:48,9.736,10.536,10.954,12.53,11.322,11.471,9.952,9.633,9.494,9.534
37195,2/7/2024,10:38:52,9.736,10.535,10.955,12.524,11.325,11.466,9.952,9.644,9.504,9.541
37196,2/7/2024,10:38:56,9.735,10.54,10.967,12.536,11.31,11.462,9.959,9.647,9.5,9.536
37197,2/7/2024,10:39:00,9.734,10.539,10.97,12.541,11.316,11.472,9.973,9.643,9.491,9.541
37198,2/7/2024,10:39:04,9.739,10.536,10.959,12.545,11.319,11.471,9.957,9.648,9.49,9.544
37199,2/7/2024,10:39:08,9.736,10.537,10.954,12.537,11.31,11.472,9.969,9.641,9.505,9.553
37200,2/7/2024,10:39:12,9.74,10.535,10.954,12.538,11.326,11.479,9.969,9.639,9.498,9.546
37201,2/7/2024,10:39:16,9.743,10.537,10.967,12.54,11.316,11.467,9.968,9.634,9.5,9.554
37202,2/7/2024,10:39:20,9.74,10.536,10.97,12.549,11.321,11.463,9.965,9.638,9.508,9.549
37203,2/7/2024,10:39:24,9.742,10.537,10.957,12.538,11.312,11.475,9.961,9.641,9.496,9.542
37204,2/7/2024,10:39:28,9.738,10.536,10.971,12.536,11.315,11.472,9.973,9.638,9.504,9.558
37205,2/7/2024,10:39:32,9.738,10.534,10.966,12.543,11.322,11.474,9.958,9.65,9.497,9.555
37206,2/7/2024,10:39:36,9.743,10.537,10.959,12.547,11.316,11.468,9.962,9.64,9.503,9.56
37207,2/7/2024,10:39:40,9.744,10.534,10.976,12.542,11.319,11.471,9.966,9.647,9.506,9.554
37208,2/7/2024,10:39:44,9.747,10.537,10.968,12.557,11.327,11.472,9.977,9.654,9.517,9.555
37209,2/7/2024,10:39:48,9.746,10.533,10.961,12.554,11.322,11.462,9.955,9.654,9.504,9.551
37210,2/7/2024,10:39:52,9.747,10.537,10.965,12.538,11.32,11.463,9.978,9.656,9.509,9.556
37211,2/7/2024,10:39:56,9.746,10.533,10.972,12.55,11.317,11.469,9.97,9.647,9.52,9.562
37212,2/7/2024,10:40:00,9.742,10.535,10.968,12.549,11.327,11.471,9.971,9.659,9.516,9.556
37213,2/7/2024,10:40:04,9.745,10.534,10.964,12.546,11.327,11.474,9.961,9.661,9.516,9.553
37214,2/7/2024,10:40:08,9.748,10.536,10.964,12.55,11.318,11.467,9.969,9.658,9.515,9.56
37215,2/7/2024,10:40:12,9.752,10.533,10.958,12.542,11.329,11.47,9.974,9.657,9.512,9.558
37216,2/7/2024,10:40:16,9.752,10.534,10.961,12.551,11.326,11.477,9.968,9.655,9.517,9.563
37217,2/7/2024,10:40:20,9.758,10.537,10.969,12.554,11.321,11.475,9.965,9.656,9.522,9.554
37218,2/7/2024,10:40:24,9.753,10.535,10.965,12.547,11.324,11.466,9.975,9.656,9.529,9.565
37219,2/7/2024,10:40:28,9.751,10.537,10.966,12.551,11.32,11.473,9.972,9.662,9.526,9.561
37220,2/7/2024,10:40:32,9.757,10.538,10.973,12.554,11.318,11.467,9.973,9.659,9.519,9.57
37221,2/7/2024,10:40:36,9.756,10.533,10.974,12.538,11.319,11.456,9.982,9.658,9.521,9.567
37222,2/7/2024,10:40:40,9.756,10.534,10.976,12.539,11.319,11.472,9.966,9.664,9.529,9.569
37223,2/7/2024,10:40:44,9.758,10.535,10.971,12.54,11.324,11.465,9.979,9.66,9.531,9.567
37224,2/7/2024,10:40:48,9.758,10.535,10.963,12.543,11.32,11.465,9.98,9.663,9.523,9.563
37225,2/7/2024,10:40:52,9.762,10.534,10.962,12.537,11.319,11.468,9.971,9.659,9.526,9.567
37226,2/7/2024,10:40:56,9.757,10.537,10.942,12.538,11.313,11.47,9.976,9.664,9.533,9.576
37227,2/7/2024,10:41:00,9.762,10.536,10.958,12.532,11.314,11.471,9.969,9.652,9.522,9.578
37228,2/7/2024,10:41:04,9.761,10.535,10.949,12.541,11.316,11.474,9.97,9.661,9.518,9.572
37229,2/7/2024,10:41:08,9.763,10.536,10.964,12.537,11.325,11.469,9.984,9.658,9.526,9.584
37230,2/7/2024,10:41:12,9.763,10.535,10.96,12.535,11.321,11.465,9.968,9.663,9.531,9.566
37231,2/7/2024,10:41:16,9.764,10.537,10.953,12.537,11.321,11.465,9.976,9.665,9.522,9.577
37232,2/7/2024,10:41:20,9.765,10.535,10.97,12.54,11.315,11.464,9.977,9.669,9.536,9.571
37233,2/7/2024,10:41:24,9.765,10.534,10.962,12.547,11.325,11.469,9.971,9.667,9.533,9.582
37234,2/7/2024,10:41:28,9.768,10.535,10.952,12.538,11.323,11.466,9.985,9.668,9.537,9.578
37235,2/7/2024,10:41:32,9.771,10.538,10.97,12.55,11.319,11.465,9.984,9.666,9.543,9.581
37236,2/7/2024,10:41:36,9.767,10.534,10.964,12.56,11.323,11.469,9.976,9.669,9.525,9.572
37237,2/7/2024,10:41:40,9.769,10.533,10.954,12.554,11.324,11.468,9.99,9.675,9.535,9.574
37238,2/7/2024,10:41:44,9.769,10.531,10.957,12.552,11.324,11.472,9.979,9.67,9.533,9.584
37239,2/7/2024,10:41:48,9.771,10.532,10.956,12.55,11.329,11.469,9.988,9.671,9.541,9.585
37240,2/7/2024,10:41:52,9.775,10.533,10.955,12.55,11.317,11.474,9.996,9.664,9.536,9.578
37241,2/7/2024,10:41:56,9.774,10.532,10.967,12.554,11.321,11.459,9.982,9.673,9.53,9.586
37242,2/7/2024,10:42:00,9.777,10.535,10.95,12.558,11.322,11.47,9.986,9.67,9.54,9.578
37243,2/7/2024,10:42:04,9.777,10.531,10.959,12.551,11.323,11.469,9.977,9.679,9.547,9.588
37244,2/7/2024,10:42:08,9.774,10.534,10.963,12.549,11.317,11.464,9.983,9.678,9.539,9.591
37245,2/7/2024,10:42:12,9.776,10.533,10.949,12.549,11.319,11.476,9.974,9.674,9.541,9.579
37246,2/7/2024,10:42:16,9.775,10.534,10.949,12.561,11.327,11.47,9.978,9.679,9.552,9.587
37247,2/7/2024,10:42:20,9.777,10.531,10.964,12.557,11.324,11.471,9.984,9.674,9.556,9.584
37248,2/7/2024,10:42:24,9.78,10.533,10.956,12.559,11.316,11.466,9.991,9.681,9.555,9.584
37249,2/7/2024,10:42:28,9.778,10.531,10.969,12.557,11.325,11.472,9.968,9.684,9.548,9.588
37250,2/7/2024,10:42:32,9.779,10.535,10.965,12.549,11.328,11.469,9.976,9.679,9.556,9.584
37251,2/7/2024,10:42:36,9.78,10.533,10.956,12.555,11.32,11.464,9.987,9.686,9.551,9.592
37252,2/7/2024,10:42:40,9.786,10.532,10.961,12.55,11.313,11.461,9.982,9.691,9.551,9.584
37253,2/7/2024,10:42:44,9.783,10.533,10.955,12.547,11.32,11.463,9.987,9.688,9.559,9.589
37254,2/7/2024,10:42:48,9.788,10.533,10.97,12.547,11.318,11.468,9.992,9.68,9.554,9.596
37255,2/7/2024,10:42:52,9.785,10.532,10.959,12.553,11.322,11.465,9.992,9.687,9.557,9.591
37256,2/7/2024,10:42:56,9.785,10.526,10.964,12.548,11.315,11.465,9.986,9.695,9.564,9.599
37257,2/7/2024,10:43:00,9.786,10.528,10.951,12.551,11.318,11.475,9.977,9.693,9.563,9.597
37258,2/7/2024,10:43:04,9.784,10.53,10.958,12.544,11.324,11.471,9.988,9.701,9.565,9.593
37259,2/7/2024,10:43:08,9.786,10.532,10.969,12.544,11.326,11.475,9.982,9.692,9.557,9.586
37260,2/7/2024,10:43:12,9.786,10.528,10.955,12.546,11.317,11.467,9.994,9.689,9.554,9.59
37261,2/7/2024,10:43:16,9.789,10.531,10.951,12.54,11.323,11.461,9.981,9.695,9.555,9.599
37262,2/7/2024,10:43:20,9.792,10.533,10.936,12.543,11.322,11.467,9.991,9.702,9.567,9.589
37263,2/7/2024,10:43:24,9.79,10.534,10.966,12.543,11.325,11.469,9.99,9.694,9.561,9.594
37264,2/7/2024,10:43:28,9.79,10.536,10.968,12.541,11.32,11.468,9.995,9.699,9.558,9.592
37265,2/7/2024,10:43:32,9.792,10.533,10.967,12.533,11.316,11.466,9.996,9.694,9.561,9.593
37266,2/7/2024,10:43:36,9.796,10.533,10.963,12.536,11.32,11.473,9.991,9.686,9.563,9.594
37267,2/7/2024,10:43:40,9.793,10.537,10.956,12.552,11.322,11.473,9.982,9.684,9.559,9.603
37268,2/7/2024,10:43:44,9.797,10.539,10.962,12.536,11.313,11.456,9.986,9.694,9.554,9.597
37269,2/7/2024,10:43:48,9.798,10.539,10.973,12.55,11.318,11.465,9.993,9.692,9.557,9.598
37270,2/7/2024,10:43:52,9.801,10.538,10.96,12.539,11.317,11.468,9.986,9.694,9.565,9.601
37271,2/7/2024,10:43:56,9.798,10.534,10.954,12.55,11.32,11.462,9.988,9.698,9.563,9.599
37272,2/7/2024,10:44:00,9.799,10.535,10.952,12.556,11.322,11.465,9.984,9.7,9.559,9.603
37273,2/7/2024,10:44:04,9.799,10.53,10.949,12.558,11.319,11.473,10,9.693,9.558,9.616
37274,2/7/2024,10:44:08,9.802,10.531,10.947,12.55,11.32,11.466,9.984,9.703,9.558,9.602
37275,2/7/2024,10:44:12,9.804,10.531,10.957,12.56,11.327,11.47,9.995,9.706,9.576,9.604
37276,2/7/2024,10:44:16,9.802,10.53,10.958,12.558,11.319,11.474,9.991,9.704,9.564,9.61
37277,2/7/2024,10:44:20,9.8,10.532,10.946,12.559,11.32,11.465,9.999,9.704,9.556,9.606
37278,2/7/2024,10:44:24,9.804,10.533,10.946,12.551,11.325,11.459,10,9.699,9.564,9.605
37279,2/7/2024,10:44:28,9.805,10.528,10.968,12.56,11.319,11.466,10.003,9.71,9.573,9.61
37280,2/7/2024,10:44:32,9.808,10.532,10.949,12.565,11.319,11.471,9.999,9.712,9.564,9.615
37281,2/7/2024,10:44:36,9.801,10.531,10.969,12.553,11.315,11.473,10.003,9.713,9.577,9.62
37282,2/7/2024,10:44:40,9.807,10.53,10.979,12.56,11.323,11.465,10.006,9.708,9.577,9.617
37283,2/7/2024,10:44:44,9.806,10.533,10.961,12.563,11.32,11.476,9.996,9.709,9.58,9.613
37284,2/7/2024,10:44:48,9.812,10.533,10.947,12.56,11.314,11.461,10.007,9.716,9.57,9.614
37285,2/7/2024,10:44:52,9.811,10.532,10.965,12.563,11.316,11.464,10.006,9.728,9.572,9.609
37286,2/7/2024,10:44:56,9.811,10.532,10.959,12.557,11.32,11.466,9.995,9.722,9.585,9.611
37287,2/7/2024,10:45:00,9.808,10.53,10.967,12.562,11.32,11.467,9.998,9.722,9.573,9.608
37288,2/7/2024,10:45:04,9.812,10.531,10.948,12.559,11.317,11.464,9.993,9.718,9.576,9.618
37289,2/7/2024,10:45:08,9.812,10.532,10.974,12.549,11.323,11.458,10.003,9.722,9.579,9.614
37290,2/7/2024,10:45:12,9.816,10.533,10.964,12.556,11.319,11.454,9.998,9.724,9.575,9.607
37291,2/7/2024,10:45:16,9.815,10.533,10.959,12.558,11.319,11.466,9.991,9.718,9.567,9.616
37292,2/7/2024,10:45:20,9.818,10.531,10.953,12.562,11.315,11.456,10.005,9.71,9.579,9.609
37293,2/7/2024,10:45:24,9.822,10.534,10.963,12.572,11.32,11.457,10.015,9.72,9.582,9.619
37294,2/7/2024,10:45:28,9.818,10.536,10.971,12.553,11.324,11.47,9.984,9.715,9.575,9.619
37295,2/7/2024,10:45:32,9.818,10.532,10.956,12.555,11.317,11.458,10.003,9.714,9.579,9.599
37296,2/7/2024,10:45:36,9.819,10.533,10.968,12.552,11.32,11.467,10.006,9.71,9.576,9.619
37297,2/7/2024,10:45:40,9.82,10.532,10.962,12.559,11.32,11.468,10.006,9.718,9.578,9.609
37298,2/7/2024,10:45:44,9.821,10.536,10.958,12.558,11.318,11.461,10,9.714,9.581,9.611
37299,2/7/2024,10:45:48,9.818,10.531,10.95,12.557,11.324,11.464,9.994,9.72,9.588,9.613
37300,2/7/2024,10:45:52,9.826,10.535,10.948,12.555,11.318,11.464,9.999,9.715,9.576,9.607
37301,2/7/2024,10:45:56,9.826,10.535,10.958,12.559,11.318,11.462,9.994,9.713,9.569,9.611
37302,2/7/2024,10:46:00,9.828,10.533,10.968,12.553,11.314,11.461,10.014,9.713,9.583,9.62
37303,2/7/2024,10:46:04,9.827,10.534,10.96,12.557,11.317,11.46,9.993,9.716,9.584,9.613
37304,2/7/2024,10:46:08,9.824,10.535,10.963,12.564,11.315,11.465,10.008,9.713,9.583,9.617
37305,2/7/2024,10:46:12,9.826,10.535,10.956,12.566,11.312,11.459,10.003,9.715,9.581,9.62
37306,2/7/2024,10:46:16,9.828,10.534,10.94,12.557,11.318,11.465,9.996,9.72,9.581,9.627
37307,2/7/2024,10:46:20,9.827,10.535,10.943,12.56,11.315,11.468,9.998,9.719,9.573,9.62
37308,2/7/2024,10:46:24,9.832,10.533,10.95,12.555,11.318,11.453,10.018,9.723,9.587,9.618
37309,2/7/2024,10:46:28,9.835,10.533,10.941,12.554,11.313,11.462,10.004,9.722,9.57,9.621
